BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact
2,22000,850,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,2,Contact Owner
2,17000,1020,Super Area,Bommanahalli,Bangalore,Semi-Furnished,2,Contact Owner
2,22000,1250,Super Area,Kammanahalli,Bangalore,Unfurnished,2,Contact Owner
3,24000,1400,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,3,Contact Owner
1,12000,600,Super Area,Koramangala,Bangalore,Unfurnished,1,Contact Owner
1,4500,200,Super Area,T Dasarahalli,Bangalore,Unfurnished,1,Contact Owner
1,5000,300,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,1,Contact Owner
1,6000,400,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,1,Contact Owner
1,11000,450,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,1,Contact Owner
2,20000,1180,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,2,Contact Owner
3,35000,1460,Carpet Area,Jakkur,Bangalore,Unfurnished,3,Contact Agent
3,24000,1464,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,3,Contact Owner
2,10000,700,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,2,Contact Owner
2,16000,680,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,2,Contact Owner
3,100000,2750,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,4,Contact Agent
2,14000,800,Super Area,Vijayanagar,Bangalore,Semi-Furnished,1,Contact Owner
2,7500,600,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,1,Contact Owner
3,16000,1200,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,3,Contact Owner
4,65000,3200,Carpet Area,Kothanur,Bangalore,Semi-Furnished,3,Contact Agent
2,18000,1800,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,2,Contact Owner
1,8000,500,Super Area,Frazer Town,Bangalore,Furnished,1,Contact Owner
2,11000,1200,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,2,Contact Owner
1,8000,750,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,1,Contact Owner
1,13000,700,Super Area,GH Society,Bangalore,Semi-Furnished,2,Contact Owner
2,30000,1000,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,2,Contact Agent
2,14000,800,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,2,Contact Owner
1,20000,200,Super Area,Hauz Khas,Delhi,Furnished,1,Contact Owner
3,80000,1800,Carpet Area,South Extension 1,Delhi,Semi-Furnished,3,Contact Owner
1,9500,400,Carpet Area,Neb Sarai,Delhi,Unfurnished,1,Contact Agent
3,14000,600,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,3,Contact Agent
3,65000,1550,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,3,Contact Agent
2,18500,650,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,2,Contact Owner
2,40000,850,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,2,Contact Agent
4,90000,2000,Carpet Area,Vasant Kunj,Delhi,Unfurnished,4,Contact Agent
1,3500,180,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,1,Contact Owner
3,25000,140,Carpet Area,Janakpuri,Delhi,Semi-Furnished,2,Contact Agent
1,9000,450,Carpet Area,Sudarshan Park,Delhi,Semi-Furnished,1,Contact Owner
3,90000,2500,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,3,Contact Agent
1,22000,720,Carpet Area,Shakti Nagar,Delhi,Unfurnished,1,Contact Owner
2,12000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent
2,11000,450,Carpet Area,Uttam Nagar,Delhi,Unfurnished,1,Contact Owner
1,20000,250,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,1,Contact Owner
4,260000,3000,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,5,Contact Agent
2,11000,550,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,2,Contact Agent
2,10000,450,Carpet Area,Pandav Nagar,Delhi,Unfurnished,1,Contact Owner
3,60000,2500,Carpet Area,Saket,Delhi,Unfurnished,3,Contact Agent
4,350000,800,Super Area,Green Park,Delhi,Unfurnished,4,Contact Agent
2,16000,100,Super Area,Rohini Sector 24,Delhi,Unfurnished,2,Contact Owner
1,16000,400,Carpet Area,Subhash Nagar,Delhi,Furnished,1,Contact Owner
2,12000,750,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,2,Contact Owner
1,8000,400,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
3,14000,1100,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,2,Contact Agent
1,14900,450,Carpet Area,Rohini Sector 18,Delhi,Furnished,1,Contact Owner
2,15000,850,Carpet Area,Rohini Sector 23,Delhi,Unfurnished,2,Contact Owner
3,10000,600,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
2,40000,750,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,2,Contact Agent
1,9000,500,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,1,Contact Agent
1,7000,350,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
2,13500,623,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,1,Contact Owner
3,95000,2400,Carpet Area,Greater Kailash 2,Delhi,Semi-Furnished,3,Contact Agent
1,20000,75,Carpet Area,Malviya Nagar,Delhi,Unfurnished,1,Contact Agent
2,7500,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Owner
2,9000,445,Carpet Area,"Palam Colony, Palam",Delhi,Unfurnished,2,Contact Owner
3,80000,300,Carpet Area,Greater Kailash 2,Delhi,Furnished,3,Contact Agent
3,50000,1670,Super Area,Model Town,Delhi,Semi-Furnished,3,Contact Owner
1,13000,550,Carpet Area,Saket,Delhi,Semi-Furnished,1,Contact Agent
1,12000,350,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,1,Contact Agent
2,16000,650,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,2,Contact Agent
2,13000,70,Super Area,Vikaspuri,Delhi,Semi-Furnished,1,Contact Owner
2,29000,100,Carpet Area,South,Delhi,Semi-Furnished,2,Contact Owner
3,18000,800,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,1,Contact Owner
2,8500,60,Super Area,Najafgarh,Delhi,Unfurnished,1,Contact Owner
3,27000,2000,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,2,Contact Owner
2,18000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,2,Contact Owner
1,11500,450,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,1,Contact Owner
2,80000,2200,Carpet Area,Defence Colony,Delhi,Unfurnished,3,Contact Agent
2,15500,600,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,2,Contact Owner
4,55000,2000,Carpet Area,Dwarka sec 19,Delhi,Semi-Furnished,3,Contact Agent
2,20000,800,Super Area,Malviya Nagar,Delhi,Semi-Furnished,2,Contact Owner
3,35000,170,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,2,Contact Agent
2,38000,150,Carpet Area,Malviya Nagar,Delhi,Unfurnished,2,Contact Agent
2,16000,650,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,2,Contact Owner
3,50000,1250,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,3,Contact Agent
1,9500,600,Super Area,Chhattarpur,Delhi,Semi-Furnished,2,Contact Owner
4,90000,2100,Carpet Area,"Kailash hills, East Of Kailash",Delhi,Semi-Furnished,4,Contact Agent
1,10000,450,Super Area,Rohini Sector 18,Delhi,Unfurnished,1,Contact Owner
2,25000,100,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,2,Contact Owner
1,30000,650,Super Area,Lajpat Nagar,Delhi,Furnished,1,Contact Owner
2,12000,48,Super Area,Rohini Sector 16,Delhi,Unfurnished,2,Contact Owner
2,16500,550,Carpet Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Semi-Furnished,2,Contact Owner
1,4500,240,Super Area,Dilshad Colony,Delhi,Unfurnished,1,Contact Owner
2,30000,700,Carpet Area,Vasant Kunj Sector B,Delhi,Semi-Furnished,2,Contact Owner
1,12000,48,Super Area,Rohini Sector 11,Delhi,Semi-Furnished,1,Contact Owner
2,23000,100,Super Area,Mansarover Garden,Delhi,Unfurnished,2,Contact Owner
3,70000,1901,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,3,Contact Owner
1,5500,50,Carpet Area,Lado Sarai,Delhi,Unfurnished,1,Contact Owner
3,35000,1300,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,3,Contact Agent
2,9000,145,Super Area,Palam,Delhi,Unfurnished,2,Contact Owner
2,22000,800,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,3,Contact Agent
3,35000,1100,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,4,Contact Owner
1,12000,450,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,1,Contact Owner
2,6000,300,Carpet Area,Jhangir Puri,Delhi,Unfurnished,1,Contact Owner
2,22000,1040,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,3,Contact Owner
1,5000,25,Carpet Area,Ganga Vihar,Delhi,Unfurnished,1,Contact Owner
2,20500,900,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,2,Contact Owner
2,7500,1100,Super Area,Bijwasan,Delhi,Unfurnished,1,Contact Owner
2,5500,380,Super Area,Prem Nagar,Delhi,Unfurnished,2,Contact Owner
3,25000,450,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,2,Contact Owner
1,13000,550,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,1,Contact Agent
1,5000,180,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,1,Contact Owner
3,40000,1650,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,2,Contact Owner
1,12500,250,Super Area,"Inder Puri Block A, Inder Puri",Delhi,Furnished,1,Contact Owner
1,6000,400,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,1,Contact Owner
2,15500,900,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,2,Contact Agent
3,75000,1900,Super Area,Malviya Nagar,Delhi,Furnished,3,Contact Owner
3,36000,892,Carpet Area,Gautam Nagar,Delhi,Unfurnished,2,Contact Owner
1,13000,400,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,1,Contact Agent
3,45000,100,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,2,Contact Owner
2,2000,60,Super Area,Ram Nagar,Delhi,Unfurnished,1,Contact Owner
2,28000,80,Super Area,Janakpuri,Delhi,Semi-Furnished,2,Contact Owner
2,9000,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
1,12000,520,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,1,Contact Owner
1,13000,350,Super Area,Rohini Sector 3,Delhi,Furnished,1,Contact Owner
2,11000,600,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,2,Contact Owner
3,35000,950,Carpet Area,Karol Bagh,Delhi,Furnished,2,Contact Agent
2,10000,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
1,20000,450,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,1,Contact Agent
2,25000,850,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,2,Contact Agent
1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent
4,150000,3000,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,4,Contact Agent
3,36000,1500,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,3,Contact Owner
2,12000,700,Super Area,Sultanpur,Delhi,Unfurnished,2,Contact Owner
1,8500,530,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,1,Contact Owner
3,17000,800,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent
1,7500,45,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Owner
1,16000,900,Super Area,Kalkaji,Delhi,Furnished,1,Contact Owner
1,9000,450,Super Area,Mehrauli,Delhi,Unfurnished,1,Contact Owner
2,8000,650,Super Area,Rangpuri,Delhi,Unfurnished,1,Contact Owner
2,45000,900,Super Area,Lajpat Nagar 1,Delhi,Furnished,2,Contact Owner
2,27000,900,Carpet Area,RWA triveni residents,Delhi,Furnished,2,Contact Owner
2,14000,120,Super Area,Dwarka Mor,Delhi,Semi-Furnished,2,Contact Owner
2,14000,600,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent
2,14000,615,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,2,Contact Owner
1,7500,225,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,1,Contact Owner
1,10000,800,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,1,Contact Owner
1,7000,400,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,1,Contact Owner
1,25000,800,Super Area,Mukherjee Nagar,Delhi,Furnished,2,Contact Owner
2,9000,60,Super Area,Mehrauli,Delhi,Semi-Furnished,1,Contact Owner
3,22000,1000,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,2,Contact Owner
3,10000,75,Super Area,Sagar Pur,Delhi,Unfurnished,1,Contact Owner
3,11000,800,Super Area,Hastsal,Delhi,Unfurnished,2,Contact Owner
1,12500,200,Super Area,Kamla Nagar,Delhi,Furnished,1,Contact Owner
3,15000,800,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent
2,35000,80,Super Area,Kamla Nagar,Delhi,Unfurnished,2,Contact Owner
2,35000,900,Super Area,Lajpat Nagar,Delhi,Unfurnished,2,Contact Owner
2,52000,1125,Super Area,Saket,Delhi,Furnished,2,Contact Owner
3,15000,900,Super Area,Dwarka Mor,Delhi,Unfurnished,2,Contact Owner
2,32000,1100,Carpet Area,Rajouri Garden,Delhi,Unfurnished,2,Contact Agent
1,11500,400,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent
3,45000,713,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,3,Contact Owner
2,16000,700,Carpet Area,Shadipur,Delhi,Unfurnished,1,Contact Agent
2,20000,1000,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,2,Contact Owner
1,7000,54,Super Area,Nawada,Delhi,Semi-Furnished,1,Contact Owner
3,85000,200,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,3,Contact Agent
1,15000,200,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,1,Contact Owner
2,22000,800,Super Area,Chhattarpur,Delhi,Furnished,2,Contact Owner
2,32000,1000,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,2,Contact Owner
2,20000,500,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,2,Contact Owner
1,35000,300,Super Area,Rajouri Garden,Delhi,Semi-Furnished,1,Contact Owner
2,35000,900,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,2,Contact Agent
3,65000,240,Carpet Area,Saket,Delhi,Unfurnished,3,Contact Agent
2,15000,650,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,2,Contact Owner
3,12000,950,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,2,Contact Owner
1,8000,500,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,1,Contact Owner
1,11000,500,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,1,Contact Owner
2,12000,450,Super Area,Mansa Ram Park,Delhi,Semi-Furnished,2,Contact Owner
4,140000,2800,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,4,Contact Agent
2,24000,150,Super Area,Paschim Vihar,Delhi,Semi-Furnished,1,Contact Owner
1,20000,400,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,1,Contact Agent
3,16000,100,Super Area,"Jamia Nagar, Okhla",Delhi,Furnished,2,Contact Owner
1,15000,400,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,1,Contact Agent
2,28500,900,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,2,Contact Agent
3,30000,1350,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,3,Contact Owner
1,16000,500,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Owner
3,80000,1700,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Furnished,3,Contact Agent
1,11000,400,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent
2,21000,110,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,1,Contact Owner
3,10500,1200,Super Area,Najafgarh,Delhi,Semi-Furnished,2,Contact Owner
2,15000,50,Carpet Area,Dwarka Sector 14,Delhi,Semi-Furnished,2,Contact Owner
3,16000,100,Super Area,Hari Nagar,Delhi,Semi-Furnished,2,Contact Agent
2,45000,1000,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,2,Contact Owner
1,6000,63,Super Area,Rohini Sector 2,Delhi,Furnished,1,Contact Owner
3,40000,1800,Super Area,Vasant Kunj,Delhi,Semi-Furnished,2,Contact Owner
2,36000,1440,Carpet Area,Chittaranjan Park,Delhi,Semi-Furnished,2,Contact Agent
2,12000,55,Super Area,Uttam Nagar,Delhi,Unfurnished,2,Contact Owner
3,45000,1500,Carpet Area,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,3,Contact Owner
2,20000,400,Super Area,"Kasturba Niketan, Lajpat Nagar 2",Delhi,Unfurnished,1,Contact Owner
3,10000,100,Carpet Area,Krishna Nagar,Delhi,Furnished,2,Contact Owner
2,5000,500,Super Area,Sangam Vihar,Delhi,Unfurnished,1,Contact Owner
2,8000,100,Super Area,Rohini Sector 38,Delhi,Unfurnished,2,Contact Owner
2,13000,455,Super Area,"DDA Akshardham Apartments, DS 19",Delhi,Unfurnished,1,Contact Owner
2,15000,80,Carpet Area,Anand Parbat,Delhi,Semi-Furnished,1,Contact Owner
2,7500,450,Super Area,Burari,Delhi,Unfurnished,1,Contact Owner
1,6000,400,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,1,Contact Owner
4,100000,300,Super Area,Vasant Kunj,Delhi,Unfurnished,4,Contact Owner
2,12000,700,Super Area,Rohini Sector 23,Delhi,Semi-Furnished,2,Contact Owner
2,10000,600,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Semi-Furnished,2,Contact Owner
2,10000,800,Super Area,"Bharthal, Dwarka",Delhi,Semi-Furnished,2,Contact Owner
2,12000,950,Super Area,"Chanakya Place, Sitapuri",Delhi,Unfurnished,2,Contact Owner
2,15000,450,Super Area,Shadipur,Delhi,Semi-Furnished,1,Contact Owner
1,10000,450,Carpet Area,Radhey Shyam Park,Delhi,Unfurnished,1,Contact Owner
2,12000,68,Super Area,Uttam Nagar,Delhi,Unfurnished,1,Contact Owner
2,14500,850,Carpet Area,"Rajpur Khurd Extension, Rajpur",Delhi,Unfurnished,2,Contact Agent
2,18500,1000,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,2,Contact Owner
1,24000,600,Carpet Area,Rajouri Garden,Delhi,Furnished,1,Contact Agent
2,11000,65,Super Area,New Ashok Nagar,Delhi,Unfurnished,1,Contact Owner
3,52000,1700,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,3,Contact Agent
3,70000,1800,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,3,Contact Agent
2,12000,1000,Super Area,Uttam Nagar,Delhi,Semi-Furnished,1,Contact Owner
2,22000,900,Carpet Area,Patparganj,Delhi,Semi-Furnished,2,Contact Agent
4,200000,2300,Super Area,Shanti Niketan,Delhi,Semi-Furnished,4,Contact Owner
2,20000,75,Super Area,Green Park,Delhi,Unfurnished,2,Contact Owner
3,45000,200,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,3,Contact Agent
1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent
1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent
2,9500,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent
2,25000,750,Carpet Area,Karol Bagh,Delhi,Furnished,2,Contact Agent
2,12000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent
2,24000,84,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,2,Contact Agent
2,27000,90,Super Area,Rohini Sector 8,Delhi,Unfurnished,2,Contact Owner
2,18000,90,Super Area,Mansarovar garden,Delhi,Semi-Furnished,2,Contact Owner
2,17000,500,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,2,Contact Owner
2,15000,75,Super Area,Adarsh Nagar,Delhi,Unfurnished,2,Contact Owner
1,13000,512,Carpet Area,Patel Nagar West,Delhi,Furnished,1,Contact Agent
3,70000,1500,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,3,Contact Agent
1,14000,446,Super Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,1,Contact Owner
3,32000,1100,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,2,Contact Owner
1,4000,125,Super Area,Sangam Vihar,Delhi,Unfurnished,1,Contact Owner
3,100000,1800,Super Area,Gautam Nagar,Delhi,Furnished,3,Contact Owner
3,20000,1300,Super Area,Chhattarpur,Delhi,Unfurnished,2,Contact Agent
3,30000,2000,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,2,Contact Owner
2,150000,1200,Carpet Area,Greater Kailash 1,Delhi,Furnished,2,Contact Owner
3,19500,125,Super Area,Uttam Nagar,Delhi,Unfurnished,2,Contact Owner
2,18000,730,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,2,Contact Agent
2,25000,160,Carpet Area,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,2,Contact Owner
2,18000,1000,Super Area,Janakpuri Block B1,Delhi,Unfurnished,2,Contact Owner
1,10000,450,Super Area,Paschim Vihar,Delhi,Furnished,1,Contact Owner
2,12000,75,Super Area,Mehrauli,Delhi,Furnished,2,Contact Owner
3,25000,2000,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,3,Contact Agent
4,40000,2400,Super Area,Preet Vihar,Delhi,Unfurnished,3,Contact Agent
2,30000,1800,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,2,Contact Agent
3,29000,1800,Super Area,Mausam Vihar,Delhi,Unfurnished,3,Contact Agent
3,35000,2200,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,3,Contact Agent
3,21000,2200,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,2,Contact Agent
3,31000,900,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,2,Contact Agent
2,8000,75,Super Area,Chhattarpur,Delhi,Unfurnished,1,Contact Owner
2,15500,75,Super Area,Saket,Delhi,Semi-Furnished,2,Contact Owner
3,32000,1800,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,3,Contact Agent
3,30000,160,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,3,Contact Agent
4,42000,2700,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,4,Contact Agent
3,20500,1050,Carpet Area,Laxmi Nagar,Delhi,Furnished,2,Contact Agent
3,60000,1800,Super Area,Sarvodaya Enclave,Delhi,Furnished,3,Contact Owner
2,95000,2700,Super Area,Greater Kailash 2,Delhi,Furnished,2,Contact Agent
1,16000,499,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,1,Contact Owner
1,8500,450,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,1,Contact Agent
1,14000,60,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,1,Contact Owner
3,140000,2200,Super Area,Defence Colony,Delhi,Unfurnished,3,Contact Agent
2,8000,130,Super Area,Raj Nagar 2,Delhi,Unfurnished,1,Contact Owner
3,12500,650,Super Area,Chirag Delhi,Delhi,Semi-Furnished,1,Contact Owner
2,14000,100,Super Area,Janakpuri,Delhi,Unfurnished,1,Contact Owner
2,6000,45,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,1,Contact Owner
2,10000,600,Super Area,Trilokpuri,Delhi,Unfurnished,2,Contact Owner
3,15000,800,Super Area,Kadipur,Delhi,Unfurnished,1,Contact Owner
3,8000,1500,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,3,Contact Owner
1,10000,30,Super Area,Mahipalpur,Delhi,Furnished,1,Contact Owner
1,8500,55,Super Area,Gharoli,Delhi,Unfurnished,1,Contact Owner
2,25000,900,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,2,Contact Owner
2,13000,1000,Carpet Area,Bhajanpura,Delhi,Unfurnished,1,Contact Owner
1,6000,360,Super Area,Ghitorni,Delhi,Semi-Furnished,1,Contact Owner
1,7000,450,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,1,Contact Owner
2,22000,900,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,2,Contact Owner
2,40000,1100,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,2,Contact Owner
2,22000,700,Super Area,Rohini Sector 7,Delhi,Furnished,2,Contact Owner
1,4500,400,Super Area,Sagar Pur,Delhi,Unfurnished,1,Contact Owner
3,15000,950,Super Area,Rohini Sector 4,Delhi,Unfurnished,2,Contact Owner
3,130000,3000,Super Area,Defence Colony,Delhi,Semi-Furnished,4,Contact Agent
2,23000,950,Carpet Area,Ber Sarai,Delhi,Unfurnished,2,Contact Agent
3,45000,1100,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,3,Contact Agent
1,15000,497,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent
3,13000,100,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,2,Contact Owner
2,10000,70,Super Area,Shakarpur,Delhi,Semi-Furnished,2,Contact Owner
2,10000,55,Super Area,Dwarka Sector 8,Delhi,Unfurnished,2,Contact Owner
1,6500,300,Super Area,East Of Kailash,Delhi,Unfurnished,1,Contact Owner
1,7000,400,Carpet Area,Mandawali,Delhi,Unfurnished,1,Contact Owner
2,7000,500,Super Area,Badarpur,Delhi,Semi-Furnished,2,Contact Owner
4,17401,650,Super Area,Patel Nagar West,Delhi,Furnished,2,Contact Owner
1,5500,630,Super Area,Uttam Nagar,Delhi,Furnished,1,Contact Owner
1,20000,450,Super Area,DS 19,Delhi,Unfurnished,1,Contact Owner
2,7000,500,Super Area,Mahipalpur,Delhi,Semi-Furnished,1,Contact Owner
5,190000,200,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,5,Contact Agent
2,13000,95,Super Area,Shahdara,Delhi,Semi-Furnished,1,Contact Owner
4,60000,272,Carpet Area,Model Town,Delhi,Furnished,3,Contact Agent
